code,parent_code,level,label_el,label_en
51310000-8,51300000-5,3,"Υπηρεσίες εγκατάστασης εξοπλισμού ραδιοφωνίας, τηλεόρασης, ήχου και βίντεο","Installation services of radio, television, sound and video equipment"
51311000-5,51310000-8,4,Υπηρεσίες εγκατάστασης εξοπλισμού ραδιοφωνίας,Installation services of radio equipment
51312000-2,51310000-8,4,Υπηρεσίες εγκατάστασης εξοπλισμού τηλεόρασης,Installation services of television equipment
51313000-9,51310000-8,4,Υπηρεσίες εγκατάστασης εξοπλισμού ήχου,Installation services of sound equipment
51314000-6,51310000-8,4,Υπηρεσίες εγκατάστασης εξοπλισμού βίντεο,Installation services of video equipment
51320000-1,51300000-5,3,Υπηρεσίες εγκατάστασης πομπών ραδιοφώνου και τηλεόρασης,Installation services of radio and television transmitters
51321000-8,51320000-1,4,Υπηρεσίες εγκατάστασης πομπών ραδιοφώνου,Installation services of radio transmitters
51322000-5,51320000-1,4,Υπηρεσίες εγκατάστασης πομπών τηλεόρασης,Installation services of television transmitters
51330000-4,51300000-5,3,Υπηρεσίες εγκατάστασης συσκευών ραδιοτηλεφωνίας,Installation services of radiotelephony apparatus
51340000-7,51300000-5,3,Υπηρεσίες εγκατάστασης εξοπλισμού ενσύρματης τηλεφωνίας,Installation services of line telephony equipment
51350000-0,51300000-5,3,Υπηρεσίες εγκατάστασης εξοπλισμού ενσύρματης τηλεγραφίας,Installation services of line telegraphy equipment
51400000-6,51000000-9,2,Υπηρεσίες εγκατάστασης ιατρικού και χειρουργικού εξοπλισμού,Installation services of medical and surgical equipment
51410000-9,51400000-6,3,Υπηρεσίες εγκατάστασης ιατρικού εξοπλισμού,Installation services of medical equipment
51411000-6,51410000-9,4,Υπηρεσίες εγκατάστασης εξοπλισμού απεικόνισης,Installation services of imaging equipment
51412000-3,51410000-9,4,Υπηρεσίες εγκατάστασης οδοντιατρικού και παραοδοντιατρικού εξοπλισμού,Installation services of dental and subspecialty equipment
51413000-0,51410000-9,4,Υπηρεσίες εγκατάστασης εξοπλισμού ακτινοθεραπείας,Installation services of radiotherapy equipment
51414000-7,51410000-9,4,IΥπηρεσίες εγκατάστασης εξοπλισμού μηχανοθεραπείας,Installation services of mechanotherapy equipment
51415000-4,51410000-9,4,Υπηρεσίες εγκατάστασης εξοπλισμού ηλεκτροθεραπείας,Installation services of electrotherapy equipment
51416000-1,51410000-9,4,Υπηρεσίες εγκατάστασης εξοπλισμού κινησιοθεραπείας,Installation services of physical therapy equipment
51420000-2,51400000-6,3,Υπηρεσίες εγκατάστασης χειρουργικού εξοπλισμού,Installation services of surgical equipment
51430000-5,51400000-6,3,Υπηρεσίες εγκατάστασης εργαστηριακού εξοπλισμού,Installation services of laboratory equipment
51500000-7,51000000-9,2,Υπηρεσίες εγκατάστασης μηχανημάτων και εξοπλισμού,Installation services of machinery and equipment
51510000-0,51500000-7,3,Υπηρεσίες εγκατάστασης μηχανημάτων και εξοπλισμού γενικής χρήσης,Installation services of general-purpose machinery and equipment
51511000-7,51510000-0,4,"Υπηρεσίες εγκατάστασης εξοπλισμού ανύψωσης και διακίνησης, εκτός από ανελκυστήρες και κυλιόμενες σκάλες","Installation services of lifting and handling equipment, except lifts and escalators"
51511100-8,51511000-7,5,Υπηρεσίες εγκατάστασης εξοπλισμού ανύψωσης,Installation services of lifting equipment
51511110-1,51511100-8,6,Υπηρεσίες εγκατάστασης γερανών,Installation services of cranes
51511200-9,51511000-7,5,Υπηρεσίες εγκατάστασης εξοπλισμού διακίνησης,Installation services of handling equipment
51511300-0,51511000-7,5,Υπηρεσίες εγκατάστασης αιωρούμενων ικριωμάτων και κουβούκλιων,Installation services of suspended access equipment
51511400-1,51511000-7,5,Υπηρεσίες εγκατάστασης εξοπλισμού αυτόματης μεταφοράς,Installation services of special conveying systems
51514000-8,51510000-0,4,Υπηρεσίες εγκατάστασης διάφορων μηχανημάτων γενικής χρήσης,Installation services of miscellaneous general-purpose machinery
51514100-9,51514000-8,5,Υπηρεσίες εγκατάστασης μηχανημάτων και συσκευών διήθησης ή καθαρισμού υγρών,Installation services of liquid filtering or purifying machinery and apparatus
51514110-2,51514100-9,6,Υπηρεσίες εγκατάστασης μηχανημάτων και συσκευών διήθησης ή καθαρισμού νερού,Installation services of machinery and apparatus for filtering or purifying water
51520000-3,51500000-7,3,Υπηρεσίες εγκατάστασης γεωργικών και δασοκομικών μηχανημάτων,Installation services of agricultural and forestry machinery
51521000-0,51520000-3,4,Υπηρεσίες εγκατάστασης γεωργικών μηχανημάτων,Installation services of agricultural machinery
51522000-7,51520000-3,4,Υπηρεσίες εγκατάστασης δασοκομικών μηχανημάτων,Installation services of forestry machinery
51530000-6,51500000-7,3,Υπηρεσίες εγκατάστασης εργαλειομηχανών,Installation services of machine tools
51540000-9,51500000-7,3,Υπηρεσίες εγκατάστασης μηχανημάτων και εξοπλισμού ειδικής χρήσης,Installation services of special-purpose machinery and equipment
51541000-6,51540000-9,4,"Υπηρεσίες εγκατάστασης μηχανημάτων ορυχείων, λατομείων, κατασκευαστικών έργων και μεταλλουργίας","Installation services of mining, quarrying, construction and metallurgy machinery"
51541100-7,51541000-6,5,Υπηρεσίες εγκατάστασης μηχανημάτων ορυχείων,Installation services of mining machinery
51541200-8,51541000-6,5,Υπηρεσίες εγκατάστασης μηχανημάτων λατομείων,Installation services of quarrying machinery
51541300-9,51541000-6,5,Υπηρεσίες εγκατάστασης μηχανημάτων κατασκευαστικών έργων,Installation services of construction machinery
51541400-0,51541000-6,5,Υπηρεσίες εγκατάστασης μηχανημάτων μεταλλουργίας,Installation services of metallurgy machinery
